Y5,PCE,Pace Airlines,PACE,USA
Y8,YZR,Yangtze River Express,YANGTZE RIVER,China - Peoples Republic
Y9,IRK,Kish Air,KISHAIR,Iran
YB,EXY,South African Express,EXPRESSWAYS,South Africa
YD,GOM,Gomelavia,GOMEL,Belarus
YG,OTL,South Airlines,SOUTHLINE,Ukraine
YI,RSI,Air Sunshine,AIR SUNSHINE,USA
YJ,NTN,National Airways,NATCHAIR,South Africa
YL,LLM,Yamal Airlines,YAMAL,Russia
YM,MGX,Montenegro Airlines,MONTAIR,Montenegro
YN,CRQ,Air Creebec,CREE,Canada
YO,MCM,Heli Air Monaco,HELI AIR,Monaco
YQ,POT,Polet Airlines,POLET,Russia
YR,CVU,Grand Canyon Airlines,CANYON VIEW,USA
YR,EGJ,Scenic Airlines,SCENIC,USA
YS,RAE,Regional Compagnie Aerienne Europeenne,REGIONAL EUROPE,France
YV,ASH,Mesa Airlines,AIR SHUTTLE,USA
YW,ANE,Air Nostrum,AIR NOSTRUM,Spain
Z3,SMJ,Avient Aviation,AVAVIA,Zimbabwe
Z6,UDN,Dniproavia,DNIEPRO,Ukraine
Z8,AZN,Amaszonas,AMASZONAS,Bolivia
Z8,MTZ,Mali Airways,MALI AIRWAYS,Mali
ZB,MON,Monarch Airlines,MONARCH,United Kingdom
ZD,FDN,Dolphin Air,FLYING DOLPHIN,United Arab Emirates
ZE,AZE,Arcus-Air Logistic,ARCUS AIR,Germany
ZF,HHA,Atlantic Airlines de Honduras,ATLANTIC HONDURAS,Honduras
ZG,VVM,Viva Macau,JACKPOT,China - Peoples Republic
ZH,CSZ,Shenzhen Airlines,SHENZHEN AIR,China - Peoples Republic
ZI,AAF,Aigle Azur,AIGLE AZUR,France
ZK,GLA,Great Lakes Airlines,LAKES AIR,USA
ZL,RXA,Regional Express Airlines,REX,Australia
ZN,NAY,Navegacion y Servicios A̩reos Canarios (NAYSA),NAYSA,Spain
ZP,AZQ,Silk Way Airlines,SILK LINE,Azerbaijan
ZR,AZS,Aviacon Zitotrans,ZITOTRANS,Russia
ZS,SMY,Sama Airlines,NAJIM,Saudi Arabia
ZT,AWC,Titan Airways,ZAP,United Kingdom
ZT,TZT,Air Zambezi,ZAMBESI,Zimbabwe
ZW,AWI,Air Wisconsin,AIR WISCONSIN,USA
ZX,GGN,Air Georgian,GEORGIAN,Canada
ZY,ADE,Ada Air,ADA AIR,Albania
ZY,EZA,Eznis Airways,EZNIS,Mongolia
--,TWY,Sunset Aviation,TWILIGHT,United States
--,OPT,Flight Options,OPTIONS,United States
--,FLT,Flight Options,OPTIONS,United States
--,EJM,Executive Jet Management,JET SPEED,United States
--,BOE,Boeing,BOEING,United States
--,GTF,ELJ Aviation,GATOR FLIGHT,United States
--,LXJ,Bombardier Business Jet Solutions,FLEXJET,United States
